Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
39,No,Non-Travel,1016,Sales,15,2,Technical Degree,1,Female,44,1,3,Manager,1,Divorced,7415,23219,3,No,18,3,2,3,17,0,4,37,10,15,8
59,No,Travel_Rarely,1344,Research & Development,6,3,Marketing,4,Female,42,4,1,Laboratory Technician,1,Married,14974,19722,0,Yes,19,3,4,1,9,1,3,21,18,7,2
23,No,Non-Travel,576,Research & Development,5,3,Life Sciences,4,Male,33,4,1,Manufacturing Director,1,Married,14742,14172,2,No,13,3,3,1,31,2,4,13,0,5,10
32,No,Travel_Rarely,1481,Research & Development,14,2,Human Resources,1,Female,85,2,1,Human Resources,1,Married,18833,22490,9,No,22,3,4,2,17,4,3,14,16,15,14
60,No,Travel_Rarely,128,Research & Development,19,3,Medical,2,Male,52,2,5,Healthcare Representative,1,Married,4635,24674,5,No,22,3,2,1,11,5,4,3,7,9,15
54,Yes,Travel_Rarely,1043,Human Resources,9,3,Human Resources,2,Male,63,3,1,Sales Representative,1,Married,11083,23023,4,No,13,4,3,3,7,0,4,17,15,14,6
50,No,Travel_Rarely,903,Research & Development,8,4,Other,1,Female,46,4,5,Research Scientist,2,Married,17577,8299,9,No,25,3,1,3,32,3,1,0,10,14,6
25,No,Travel_Frequently,902,Human Resources,29,1,Marketing,3,Female,57,2,3,Healthcare Representative,2,Married,9040,25668,0,No,11,3,4,3,37,1,4,11,18,0,8
22,No,Travel_Rarely,961,Research & Development,3,2,Life Sciences,4,Male,43,1,2,Human Resources,4,Married,4197,26713,4,No,12,3,4,3,13,6,3,40,10,14,16
56,No,Travel_Frequently,1348,Sales,18,4,Technical Degree,4,Male,63,3,5,Laboratory Technician,1,Married,3954,15963,1,No,17,3,3,3,1,6,2,16,14,7,12
21,No,Non-Travel,965,Sales,8,1,Human Resources,4,Female,86,4,4,Human Resources,1,Single,7774,2752,0,No,13,3,2,0,8,0,3,18,7,4,8
23,No,Travel_Rarely,791,Research & Development,16,3,Technical Degree,1,Male,84,1,1,Manager,2,Married,19867,25473,3,No,17,3,4,2,4,5,4,35,13,12,8
49,No,Travel_Rarely,1273,Sales,15,3,Other,4,Male,95,2,2,Manufacturing Director,2,Divorced,11816,16476,5,No,15,3,3,2,33,2,2,6,0,5,11
47,No,Non-Travel,840,Research & Development,21,4,Life Sciences,1,Male,66,3,5,Sales Representative,1,Single,11213,14216,6,No,20,3,2,1,18,2,1,8,9,4,14
52,No,Travel_Frequently,1476,Research & Development,15,3,Human Resources,1,Male,97,1,4,Research Director,1,Single,10361,13153,8,No,18,3,4,3,6,5,2,7,6,9,17
57,No,Travel_Frequently,1311,Research & Development,16,5,Other,2,Female,55,4,2,Manager,2,Single,5608,15429,4,Yes,15,3,3,0,38,3,1,24,17,4,7
33,No,Travel_Rarely,516,Research & Development,25,4,Technical Degree,3,Male,90,1,3,Healthcare Representative,2,Married,5322,24254,7,No,13,3,2,3,16,0,3,6,11,2,5
30,Yes,Travel_Frequently,1083,Research & Development,1,1,Technical Degree,3,Female,96,3,5,Manager,4,Single,3227,23771,7,No,19,3,4,3,25,3,2,7,1,13,5
59,No,Non-Travel,530,Research & Development,10,4,Human Resources,3,Male,81,4,5,Healthcare Representative,4,Married,14795,20169,8,Yes,25,3,4,1,26,2,2,23,17,3,2
47,No,Travel_Rarely,142,Research & Development,19,2,Life Sciences,4,Female,47,4,3,Research Director,1,Single,18545,12511,2,No,17,3,2,0,27,6,2,16,6,4,2
36,No,Travel_Rarely,1006,Research & Development,5,4,Technical Degree,2,Female,82,1,5,Sales Executive,2,Single,1065,13352,2,No,15,3,2,0,19,2,1,11,11,10,1
34,No,Travel_Rarely,1113,Research & Development,18,3,Marketing,2,Female,92,3,1,Sales Representative,4,Married,13542,12233,8,No,17,3,3,2,5,4,1,30,13,10,4
36,No,Travel_Rarely,804,Sales,3,3,Other,1,Female,82,4,5,Research Scientist,1,Married,1152,11651,6,No,21,4,4,3,7,2,3,11,9,1,11
45,No,Travel_Rarely,180,Human Resources,4,5,Human Resources,2,Female,56,3,1,Human Resources,4,Divorced,8227,9829,3,No,20,3,4,0,31,1,3,1,8,5,5
43,No,Non-Travel,818,Research & Development,4,5,Medical,1,Male,60,2,5,Sales Executive,4,Single,9568,21608,0,No,19,3,3,2,18,4,4,11,14,1,15
54,No,Travel_Rarely,645,Research & Development,11,5,Medical,2,Female,30,1,4,Manager,4,Married,1624,25522,6,Yes,15,3,4,0,31,3,1,26,9,3,4
43,No,Travel_Rarely,575,Sales,9,1,Life Sciences,1,Female,35,3,4,Human Resources,3,Single,9071,23011,9,Yes,17,3,4,3,18,2,3,6,18,11,5
40,No,Travel_Rarely,1267,Research & Development,1,5,Marketing,4,Male,40,2,2,Sales Executive,1,Married,12529,24025,5,Yes,21,3,4,2,23,5,2,12,18,15,3
26,No,Travel_Rarely,1376,Sales,28,1,Technical Degree,2,Male,63,2,4,Manufacturing Director,4,Divorced,6986,19445,2,Yes,19,4,1,0,23,1,2,35,11,0,13
29,No,Travel_Rarely,395,Sales,25,5,Medical,3,Female,92,3,3,Manufacturing Director,1,Divorced,12428,19882,4,Yes,11,3,2,1,16,4,2,0,11,3,2
18,No,Travel_Rarely,711,Research & Development,16,1,Life Sciences,1,Female,82,3,2,Human Resources,1,Single,10789,12041,2,No,14,3,1,0,17,1,3,34,8,13,16
18,No,Travel_Rarely,237,Research & Development,9,4,Other,2,Male,47,1,4,Healthcare Representative,2,Married,11690,17638,7,No,11,3,1,3,11,4,2,29,3,6,4
51,No,Travel_Rarely,585,Research & Development,11,4,Marketing,2,Male,50,1,1,Healthcare Representative,1,Married,7993,22108,4,No,18,3,2,1,40,4,2,30,0,14,5
49,Yes,Travel_Rarely,1437,Human Resources,6,3,Marketing,1,Female,48,4,5,Manager,4,Single,5980,16889,9,Yes,13,3,1,0,22,4,1,16,15,13,3
42,No,Non-Travel,915,Research & Development,27,1,Life Sciences,2,Male,33,1,4,Sales Executive,1,Single,1953,21446,9,No,12,3,3,0,17,5,1,7,0,15,12
57,No,Travel_Rarely,656,Research & Development,17,2,Life Sciences,3,Female,58,3,1,Sales Executive,2,Divorced,10123,25747,5,No,24,4,1,2,15,3,3,2,12,7,7
18,No,Travel_Rarely,147,Sales,27,3,Technical Degree,1,Female,54,4,2,Human Resources,3,Divorced,8087,3673,1,No,14,3,3,3,15,4,1,9,2,1,10
33,No,Travel_Rarely,1361,Research & Development,29,4,Life Sciences,1,Female,85,2,5,Laboratory Technician,3,Divorced,19139,13081,7,No,21,3,2,0,35,4,4,33,11,2,4
56,No,Non-Travel,1173,Research & Development,12,1,Technical Degree,1,Male,92,2,4,Manufacturing Director,2,Divorced,13321,8086,8,No,13,4,4,0,22,1,3,21,8,0,4
22,No,Travel_Rarely,299,Human Resources,22,5,Technical Degree,1,Female,56,3,2,Sales Executive,4,Married,6792,2144,2,Yes,21,3,2,0,21,4,4,3,3,14,2
39,No,Non-Travel,185,Research & Development,8,2,Human Resources,1,Female,89,4,4,Human Resources,4,Married,10760,8546,5,No,15,3,2,3,38,3,4,31,1,15,1
46,No,Non-Travel,644,Research & Development,16,4,Marketing,3,Female,78,4,2,Research Director,4,Single,7916,7247,5,No,25,3,1,1,32,6,3,28,8,6,2
20,No,Travel_Rarely,1286,Sales,5,3,Other,1,Male,94,1,4,Research Scientist,1,Single,18482,17434,1,No,23,4,2,3,23,5,1,10,12,3,14
29,No,Non-Travel,172,Research & Development,21,1,Marketing,3,Male,67,2,1,Research Director,3,Married,3966,15994,9,No,18,3,2,2,19,5,1,12,13,10,6
43,No,Travel_Rarely,621,Research & Development,1,2,Marketing,3,Female,81,2,3,Sales Representative,4,Divorced,7056,24501,7,No,20,3,3,2,32,1,3,3,2,9,2
33,No,Travel_Frequently,999,Sales,17,1,Human Resources,3,Male,30,1,1,Manager,3,Divorced,7258,17064,4,Yes,18,3,4,3,30,6,4,1,17,7,14
54,No,Non-Travel,1014,Sales,24,5,Technical Degree,1,Male,69,2,5,Sales Executive,2,Divorced,17356,22778,7,No,21,3,1,0,39,4,3,33,8,4,10
39,No,Travel_Rarely,1177,Research & Development,29,3,Technical Degree,3,Male,50,1,4,Sales Representative,3,Divorced,4768,4881,7,Yes,17,3,4,0,7,1,3,21,14,8,15
46,Yes,Travel_Rarely,1170,Sales,21,1,Life Sciences,1,Female,44,2,3,Sales Representative,4,Divorced,5272,15475,2,Yes,18,4,4,1,9,5,2,4,9,5,12
31,No,Travel_Rarely,394,Human Resources,8,4,Human Resources,3,Male,79,2,3,Human Resources,3,Single,11290,17683,4,Yes,23,3,4,3,0,3,2,8,16,10,1
45,No,Travel_Rarely,1039,Research & Development,10,3,Life Sciences,1,Male,77,2,5,Sales Executive,2,Married,2911,17933,6,No,23,3,1,3,20,1,4,19,12,9,11
22,No,Travel_Rarely,913,Sales,18,4,Human Resources,2,Male,61,1,5,Research Scientist,3,Married,3576,4249,4,No,15,3,2,0,24,3,1,20,0,1,6
47,No,Non-Travel,968,Research & Development,15,1,Life Sciences,2,Female,78,2,3,Human Resources,1,Single,11199,9113,5,No,20,4,4,2,31,6,2,16,10,0,0
22,No,Travel_Rarely,481,Research & Development,20,3,Medical,3,Male,97,2,5,Human Resources,2,Divorced,9084,23838,1,No,20,3,1,2,9,6,2,11,4,0,13
29,No,Travel_Rarely,1108,Research & Development,13,4,Marketing,4,Male,74,4,5,Manager,1,Divorced,4003,22708,7,No,21,4,2,1,8,2,4,27,8,15,9
33,Yes,Travel_Rarely,363,Sales,27,5,Marketing,4,Male,61,2,4,Manager,1,Single,6238,9701,4,No,22,4,4,1,19,4,3,17,6,11,2
43,No,Travel_Rarely,681,Sales,10,5,Other,2,Female,33,3,1,Manufacturing Director,4,Single,3019,13022,5,No,21,4,3,2,19,3,2,2,6,11,10
43,No,Travel_Rarely,1304,Research & Development,9,1,Technical Degree,3,Male,94,2,2,Manufacturing Director,4,Married,8386,17751,0,No,23,4,1,3,39,4,1,4,1,13,14
38,No,Non-Travel,458,Research & Development,13,3,Other,3,Male,94,2,3,Healthcare Representative,2,Married,14045,10692,9,Yes,16,4,4,1,6,6,4,13,18,13,5
56,No,Non-Travel,799,Research & Development,3,2,Medical,3,Male,47,4,2,Laboratory Technician,4,Divorced,18223,13665,1,No,18,3,1,0,10,3,2,25,17,15,17
53,No,Travel_Rarely,1326,Research & Development,22,3,Other,4,Female,83,4,3,Sales Executive,3,Single,1057,22675,3,No,25,3,3,3,20,0,4,18,9,8,12
50,Yes,Travel_Rarely,1138,Research & Development,27,5,Marketing,2,Female,76,1,3,Sales Executive,2,Single,5219,18300,8,Yes,23,3,1,0,37,6,2,40,4,0,14
47,No,Non-Travel,544,Sales,23,4,Technical Degree,3,Female,35,1,1,Sales Representative,4,Single,18571,13981,5,No,11,3,2,1,18,0,2,16,15,2,2
54,No,Travel_Rarely,827,Research & Development,3,2,Medical,2,Female,95,3,3,Sales Executive,4,Single,15847,17122,7,No,16,3,4,2,14,0,4,38,4,11,14
40,No,Travel_Rarely,387,Human Resources,1,1,Marketing,2,Male,38,4,3,Sales Executive,3,Single,17047,18069,1,No,16,3,1,1,5,6,1,3,14,1,0
27,Yes,Travel_Rarely,1383,Research & Development,2,2,Life Sciences,1,Female,97,1,1,Laboratory Technician,1,Divorced,8887,15933,9,No,25,3,1,2,9,3,1,34,15,14,9
22,No,Travel_Rarely,671,Research & Development,11,1,Human Resources,4,Male,52,1,5,Manufacturing Director,3,Married,17463,16013,4,No,21,4,4,3,15,5,3,23,3,14,17
53,No,Non-Travel,941,Sales,14,2,Medical,2,Male,72,1,2,Manufacturing Director,1,Married,16356,7506,0,No,23,3,3,1,10,5,2,40,13,14,7
51,No,Travel_Frequently,599,Sales,10,1,Technical Degree,1,Male,80,4,3,Research Scientist,4,Single,8888,6593,3,No,15,3,3,1,34,4,3,12,16,15,11
48,Yes,Non-Travel,806,Research & Development,7,1,Other,4,Male,54,4,1,Sales Executive,1,Single,19170,7003,9,No,14,3,4,1,7,0,4,32,16,11,4
27,No,Travel_Rarely,1458,Research & Development,23,2,Other,3,Female,64,3,3,Laboratory Technician,1,Divorced,14263,25647,0,Yes,11,3,4,3,27,4,3,14,15,3,0
36,No,Travel_Rarely,663,Research & Development,28,2,Medical,3,Male,46,4,1,Manufacturing Director,4,Married,8389,17572,8,No,21,3,2,0,2,3,4,14,8,0,7
49,No,Travel_Rarely,133,Research & Development,1,1,Technical Degree,1,Female,47,4,2,Laboratory Technician,2,Married,3237,13188,1,No,20,4,1,0,1,4,1,30,1,14,4
18,No,Travel_Frequently,144,Research & Development,26,5,Medical,3,Male,56,4,4,Research Director,3,Married,10823,21740,6,No,21,3,1,2,13,4,4,27,10,0,16
22,No,Travel_Rarely,1476,Sales,7,2,Technical Degree,1,Male,44,3,5,Sales Executive,4,Single,9897,21467,2,No,18,3,3,1,28,0,4,9,14,3,14
21,No,Travel_Rarely,1459,Research & Development,15,3,Other,1,Female,98,2,4,Research Scientist,3,Married,7400,9748,1,No,16,3,2,0,2,6,3,6,2,12,3
33,Yes,Travel_Frequently,660,Sales,26,4,Marketing,3,Female,44,2,1,Sales Representative,3,Married,10438,18076,3,Yes,13,3,1,3,0,5,2,32,15,12,12
41,Yes,Travel_Rarely,371,Sales,11,1,Life Sciences,4,Female,71,1,3,Manufacturing Director,1,Divorced,19799,20702,6,No,22,3,2,1,14,1,3,6,18,13,16
33,No,Non-Travel,1044,Research & Development,6,1,Marketing,1,Male,63,2,5,Research Director,4,Single,1646,23854,6,No,13,3,4,2,19,2,1,4,5,3,12
19,Yes,Travel_Rarely,1144,Research & Development,27,4,Life Sciences,4,Male,77,2,2,Laboratory Technician,2,Married,18342,5014,8,No,22,4,1,0,21,3,1,25,13,6,1
45,No,Travel_Rarely,1472,Research & Development,22,5,Other,4,Female,37,3,5,Manager,3,Single,11105,26179,2,Yes,16,3,4,3,33,3,1,15,4,7,3
49,No,Travel_Rarely,138,Sales,7,4,Marketing,1,Female,39,3,3,Human Resources,3,Married,4596,25019,6,No,22,3,3,3,32,3,2,7,4,12,1
44,Yes,Travel_Rarely,193,Sales,7,2,Marketing,4,Male,34,2,4,Sales Executive,2,Divorced,2120,7709,5,Yes,25,4,3,2,8,2,3,21,5,7,11
37,No,Travel_Frequently,286,Sales,1,4,Medical,1,Female,77,2,1,Sales Executive,3,Married,9376,6409,9,No,17,4,4,0,2,1,4,33,17,7,17
41,No,Non-Travel,829,Sales,10,1,Human Resources,3,Female,55,2,4,Research Director,4,Married,1731,24578,6,No,18,3,3,1,1,5,4,39,17,13,9
29,Yes,Travel_Rarely,1153,Research & Development,21,4,Other,3,Female,52,1,5,Laboratory Technician,2,Divorced,5875,14554,6,No,15,3,4,3,3,4,2,27,18,13,4
52,No,Travel_Rarely,473,Sales,15,3,Technical Degree,3,Female,91,3,3,Healthcare Representative,4,Married,11148,4877,9,No,20,3,4,2,15,5,1,35,1,11,10
50,No,Non-Travel,933,Research & Development,8,2,Other,3,Female,42,2,1,Sales Executive,2,Single,18095,11699,4,No,16,3,4,3,32,3,2,6,16,13,0
50,No,Travel_Rarely,446,Sales,24,4,Technical Degree,3,Male,38,4,3,Healthcare Representative,3,Single,3137,14883,8,Yes,22,3,3,3,8,4,4,39,0,8,2
60,Yes,Travel_Frequently,1321,Sales,19,1,Technical Degree,4,Male,49,2,3,Manager,2,Married,10127,13934,6,Yes,11,3,3,0,39,0,1,27,8,0,16
54,No,Travel_Rarely,179,Sales,3,2,Life Sciences,4,Female,86,4,5,Research Director,4,Married,3526,21286,6,Yes,16,3,3,0,37,5,2,1,12,8,14
29,No,Travel_Rarely,268,Research & Development,23,1,Technical Degree,4,Male,53,1,4,Laboratory Technician,2,Single,18542,5425,2,No,19,3,4,1,17,0,4,8,3,9,13
20,No,Travel_Rarely,1215,Research & Development,15,5,Technical Degree,2,Male,62,4,3,Laboratory Technician,3,Married,15237,20656,0,No,20,3,2,3,15,0,4,5,4,7,14
18,No,Travel_Rarely,365,Research & Development,4,3,Medical,2,Male,49,3,3,Human Resources,1,Divorced,15188,19275,4,No,14,4,3,2,7,6,2,0,17,0,15
50,No,Non-Travel,1333,Research & Development,6,5,Marketing,1,Male,89,1,3,Manufacturing Director,3,Single,19271,4940,7,No,24,3,2,3,22,5,4,2,9,6,3
57,No,Travel_Rarely,825,Research & Development,25,3,Other,2,Female,77,1,1,Manufacturing Director,3,Married,10684,3023,4,Yes,24,3,3,2,35,3,3,9,3,8,7
27,No,Travel_Rarely,1396,Sales,10,4,Other,3,Female,93,2,3,Sales Representative,1,Single,1318,6912,9,No,20,3,1,3,2,2,3,36,12,3,5
60,No,Travel_Rarely,1388,Sales,18,2,Technical Degree,3,Male,59,1,3,Research Scientist,2,Divorced,4961,21569,2,No,23,3,1,2,14,3,1,22,12,12,15
46,No,Travel_Rarely,613,Research & Development,16,4,Human Resources,3,Male,46,1,5,Research Director,3,Single,14880,4356,8,No,11,3,1,3,37,0,3,32,16,14,2
30,No,Travel_Rarely,677,Research & Development,18,3,Other,1,Female,43,4,3,Manager,1,Married,10701,14869,1,No,24,3,2,3,32,0,3,8,7,12,7
29,No,Travel_Frequently,823,Sales,6,3,Technical Degree,1,Female,48,2,3,Laboratory Technician,4,Single,1024,9643,2,No,21,3,3,1,17,3,2,12,3,8,4
48,No,Travel_Frequently,1437,Human Resources,19,3,Life Sciences,1,Female,88,3,5,Human Resources,1,Married,17998,21958,3,No,19,3,4,0,22,2,1,27,2,15,4
19,No,Travel_Rarely,1299,Research & Development,17,1,Life Sciences,1,Male,96,2,1,Healthcare Representative,3,Divorced,17014,21820,9,Yes,14,3,2,0,2,2,2,6,10,0,11
52,Yes,Travel_Frequently,532,Sales,18,2,Life Sciences,4,Male,73,3,4,Research Director,4,Married,15287,24531,0,No,12,3,3,2,29,6,2,25,11,8,0
40,No,Travel_Rarely,869,Research & Development,13,4,Technical Degree,1,Male,61,4,5,Sales Representative,3,Married,15826,26052,3,No,11,3,1,3,16,4,3,15,8,5,6
34,No,Non-Travel,564,Research & Development,7,4,Medical,1,Female,40,1,1,Research Director,1,Married,10768,26337,3,No,13,3,2,3,31,1,3,39,14,3,10
43,No,Travel_Rarely,202,Research & Development,20,5,Human Resources,2,Female,31,1,4,Sales Representative,4,Single,16673,11503,8,No,17,3,3,0,6,0,4,25,12,11,9
25,No,Non-Travel,1141,Research & Development,12,3,Technical Degree,4,Female,97,2,3,Laboratory Technician,3,Divorced,7421,11750,7,No,21,3,4,2,38,2,4,38,4,15,2
46,No,Travel_Rarely,1383,Sales,2,3,Medical,3,Male,46,2,5,Research Scientist,1,Single,11205,6268,1,No,20,3,2,1,13,5,1,31,4,11,7
43,No,Travel_Rarely,345,Research & Development,27,3,Medical,2,Female,69,2,3,Sales Representative,4,Married,9516,25625,6,No,12,3,4,1,14,6,3,35,18,4,0
27,No,Travel_Rarely,1473,Research & Development,12,4,Other,1,Female,75,1,5,Laboratory Technician,3,Single,5829,6864,5,No,25,3,2,1,11,0,4,0,10,14,7
43,No,Non-Travel,1374,Research & Development,12,5,Technical Degree,3,Male,33,1,4,Laboratory Technician,1,Single,8844,7927,6,Yes,19,3,1,3,7,1,2,20,8,6,10
51,No,Travel_Rarely,206,Research & Development,24,1,Technical Degree,3,Male,67,4,1,Research Scientist,3,Married,2858,26683,3,Yes,22,3,1,2,15,5,3,12,2,9,6
58,No,Non-Travel,795,Sales,4,2,Medical,3,Male,92,3,5,Manufacturing Director,3,Married,14596,25480,4,No,23,3,1,0,40,0,1,25,17,12,15
24,No,Travel_Frequently,1412,Research & Development,4,1,Medical,2,Male,58,2,1,Research Director,3,Married,2962,20771,5,No,21,4,4,3,33,6,1,8,12,3,6
21,No,Travel_Rarely,1294,Sales,18,4,Medical,4,Male,48,1,3,Sales Executive,2,Married,13740,4139,8,No,12,3,1,3,23,6,2,36,11,7,12
28,Yes,Non-Travel,1172,Research & Development,16,3,Other,4,Male,58,3,3,Sales Executive,3,Single,7849,3131,1,No,15,3,4,1,28,2,4,22,8,2,9
46,No,Non-Travel,1168,Research & Development,14,2,Technical Degree,3,Male,64,2,4,Healthcare Representative,4,Single,6075,8336,8,No,18,4,4,2,15,4,2,0,9,1,16
53,Yes,Travel_Rarely,1446,Sales,17,4,Medical,1,Male,99,2,4,Healthcare Representative,1,Married,3424,11745,9,No,23,3,4,2,4,3,4,1,12,0,2
42,No,Travel_Rarely,919,Research & Development,17,4,Life Sciences,4,Male,52,3,2,Sales Executive,1,Divorced,3398,26926,0,Yes,23,3,1,1,4,6,3,27,12,13,6
38,No,Travel_Rarely,322,Sales,3,4,Technical Degree,4,Female,75,3,2,Manager,2,Single,17220,14415,3,No,22,3,3,1,29,5,1,35,8,12,10
53,No,Travel_Rarely,245,Sales,6,2,Other,1,Male,73,3,4,Sales Executive,2,Married,1772,8256,4,No,20,3,4,1,4,3,4,30,9,5,12
27,No,Travel_Rarely,991,Research & Development,23,2,Life Sciences,2,Female,77,1,3,Healthcare Representative,2,Married,18208,6167,8,Yes,18,3,3,3,12,2,2,40,18,1,4
54,No,Non-Travel,1153,Research & Development,13,5,Marketing,2,Male,81,4,1,Human Resources,3,Divorced,7264,19761,5,No,13,3,4,3,34,2,3,4,5,7,14
26,No,Travel_Rarely,891,Human Resources,9,5,Technical Degree,1,Female,37,2,4,Healthcare Representative,3,Divorced,18270,18129,3,Yes,12,3,1,3,24,5,4,36,6,14,0
41,No,Travel_Frequently,654,Research & Development,21,1,Marketing,2,Male,84,2,1,Manager,4,Divorced,8182,8826,1,No,19,3,1,0,13,1,3,24,14,15,4
52,Yes,Travel_Rarely,945,Sales,9,2,Medical,3,Female,95,3,2,Research Director,1,Married,11527,24423,4,Yes,13,3,1,0,25,6,3,7,18,10,12
52,No,Non-Travel,760,Research & Development,8,2,Other,4,Male,69,1,1,Sales Executive,1,Single,11261,5581,7,No,18,3,2,2,17,5,2,33,13,9,9
53,No,Travel_Frequently,938,Sales,17,2,Medical,2,Female,60,3,4,Research Scientist,3,Divorced,13456,4278,7,No,12,3,1,1,19,0,2,38,15,12,4
35,No,Non-Travel,1120,Human Resources,16,5,Other,3,Male,77,1,3,Human Resources,1,Married,16098,15984,5,No,13,3,3,1,33,1,3,31,13,3,0
56,No,Travel_Rarely,1292,Research & Development,16,4,Human Resources,3,Female,90,4,4,Laboratory Technician,3,Single,10404,21665,0,No,11,3,4,3,6,3,3,10,1,8,9
49,Yes,Travel_Rarely,852,Research & Development,27,3,Medical,3,Male,81,2,5,Manager,2,Married,13076,11511,7,No,24,3,3,0,9,0,4,24,8,3,17
41,No,Travel_Rarely,350,Sales,28,5,Marketing,3,Male,67,2,5,Healthcare Representative,3,Divorced,6296,7589,3,No,21,3,2,1,14,1,2,2,2,3,7
40,No,Non-Travel,876,Research & Development,19,2,Other,3,Male,65,1,5,Research Scientist,4,Divorced,14470,20775,1,Yes,16,3,3,2,16,3,4,31,5,15,2
49,No,Non-Travel,865,Research & Development,24,5,Medical,1,Female,84,4,3,Sales Representative,3,Single,14411,16875,0,Yes,23,4,4,1,10,0,1,34,4,12,1
54,No,Travel_Rarely,1482,Research & Development,16,1,Technical Degree,4,Female,42,4,4,Manufacturing Director,3,Married,8442,9191,6,No,17,3,4,3,33,4,4,31,13,11,16
29,No,Travel_Rarely,1236,Sales,25,2,Other,4,Female,66,2,5,Sales Executive,1,Divorced,12293,10563,1,No,14,3,1,3,26,6,3,33,14,7,15
30,No,Travel_Rarely,793,Sales,14,1,Other,1,Male,76,2,4,Manufacturing Director,3,Single,5835,14493,3,No,11,3,2,0,20,5,1,36,17,11,9
40,No,Non-Travel,921,Human Resources,20,2,Medical,1,Male,51,3,2,Manager,4,Married,4673,18296,3,Yes,13,3,2,2,30,5,4,4,16,12,15
42,No,Travel_Rarely,820,Research & Development,14,5,Human Resources,3,Female,68,1,5,Sales Representative,3,Married,11537,22022,9,No,19,3,3,2,3,5,1,27,8,7,4
52,No,Travel_Rarely,335,Research & Development,14,4,Medical,2,Male,87,2,5,Sales Representative,3,Married,1506,13079,0,No,15,3,1,1,40,4,2,27,18,4,2
58,No,Travel_Rarely,125,Sales,14,3,Marketing,4,Female,59,4,3,Sales Representative,2,Single,8650,8925,1,No,16,4,1,2,16,6,4,7,8,2,2
47,No,Travel_Rarely,1151,Human Resources,12,1,Marketing,2,Female,47,4,4,Laboratory Technician,3,Married,5652,18869,0,Yes,14,3,1,1,19,1,4,26,15,11,1
34,No,Travel_Rarely,1107,Sales,6,5,Other,4,Female,47,2,3,Manager,3,Divorced,6065,3062,5,No,11,4,4,1,24,6,2,15,5,1,3
37,No,Travel_Rarely,1471,Research & Development,20,4,Other,3,Male,68,4,3,Research Director,3,Married,1140,12476,2,No,24,3,2,0,39,2,4,17,7,14,17
42,No,Travel_Rarely,623,Research & Development,13,5,Medical,2,Male,55,1,4,Manufacturing Director,4,Married,6452,7245,0,No,15,3,3,2,22,0,1,24,2,8,1
39,Yes,Travel_Rarely,118,Sales,16,1,Marketing,4,Male,36,4,2,Research Director,1,Married,18250,12912,7,Yes,15,3,3,3,14,1,2,0,4,13,5
30,No,Travel_Rarely,346,Research & Development,9,3,Marketing,4,Female,98,4,4,Research Scientist,2,Single,14452,22842,3,No,15,4,3,1,32,2,1,7,6,8,2
36,Yes,Travel_Rarely,819,Sales,2,5,Human Resources,3,Male,94,2,2,Human Resources,2,Married,9721,21785,9,No,25,3,1,1,18,5,4,20,0,4,2
53,No,Travel_Rarely,871,Sales,22,2,Technical Degree,2,Male,75,1,3,Human Resources,3,Married,9230,12886,6,No,16,3,2,1,14,5,4,33,3,15,1
29,No,Travel_Rarely,818,Research & Development,27,4,Human Resources,3,Male,47,1,2,Research Director,3,Divorced,16669,8219,9,No,21,4,2,2,40,5,4,23,15,13,2
58,Yes,Travel_Rarely,1327,Research & Development,29,5,Life Sciences,2,Male,42,3,2,Sales Executive,1,Single,7156,6464,1,No,12,3,4,2,4,2,4,36,13,12,16
36,No,Non-Travel,1373,Research & Development,3,4,Human Resources,2,Female,54,1,2,Research Scientist,3,Married,12597,6932,5,No,11,3,4,2,15,0,1,25,0,14,13
29,No,Non-Travel,219,Research & Development,10,2,Medical,4,Female,37,3,5,Manager,4,Married,5613,18269,5,No,25,3,4,1,31,0,4,13,3,7,6
26,No,Travel_Rarely,110,Sales,20,3,Technical Degree,1,Male,61,2,5,Healthcare Representative,1,Divorced,10461,26755,6,No,12,3,3,3,21,2,2,28,9,6,5
24,No,Non-Travel,699,Sales,2,3,Medical,2,Male,46,4,3,Human Resources,3,Single,18951,5228,0,No,23,4,3,3,31,3,2,29,10,2,7
45,No,Travel_Rarely,124,Sales,27,2,Life Sciences,2,Female,77,1,4,Healthcare Representative,1,Single,17408,14785,0,No,20,3,2,2,12,5,3,2,6,11,11
31,No,Travel_Frequently,341,Sales,24,4,Technical Degree,3,Male,92,3,2,Research Scientist,2,Single,4614,12525,1,No,16,3,4,3,37,1,2,6,3,4,4
48,No,Travel_Rarely,128,Sales,10,5,Other,2,Female,69,1,5,Manufacturing Director,3,Divorced,14293,13650,1,No,15,3,3,1,25,0,3,35,0,14,4
36,No,Non-Travel,1085,Research & Development,8,2,Marketing,2,Female,44,2,4,Human Resources,1,Single,2616,3148,4,No,25,3,4,2,16,6,2,10,0,12,13
